Nombre,Genero,Medallas
RODRIGUEZ SAAVEDRA Monica Olivia,Female,1
RUIZ CASTRO Jose Roman,Male,0
RUVALCABA ALVAREZ Lenia Fabiola,Female,1
Radams Eliud Trevio Llanas,Masculino,0
Rafael Armando Rueda Garca,Masculino,0
Rafael Azpeitia Lpez,Masculino,0
Rafael Carpio Surez,Masculino,0
Rafael Cmara Anaya,Masculino,0
Rafael Garza Gutirrez,Masculino,0
Rafael Gonzlez de la Vega,Masculino,0
Rafael Heredia Estrella,Masculino,0
Rafael Hernndez Rojas,Masculino,0
Rafael Mrquez Lugo,Masculino,0
Rafael Palomar,Masculino,0
Rafael Rocha Ramirez,Masculino,0
Rafael Tadeo Palomares,Masculino,0
Rafael Toribio Arzate,Masculino,0
Rafael Vaca Vldez,Masculino,0
Rafael Velasco Poblano,Masculino,0
Rafal Cal y Mayor,Masculino,0
Rafel Aveleyra,Masculino,0
Ral Alanis Guerrero,Masculino,0
Ral Alcal Gallegos,Masculino,0
Ral Alonso Jimnez Rodrguez,Masculino,1
Ral Arellano Gallo,Masculino,0
Ral Campero Nez,Masculino,1
Ral Castaeda,Masculino,0
Ral Chvez de la Rosa,Masculino,0
Ral Cicero Sabido,Masculino,0
Ral Fernndez Robert,Masculino,1
Ral Foullon,Masculino,0
Ral Garca Mndez,Masculino,0
Ral Gonzlez Rodrguez,Masculino,2
Ral Guzmn Torres,Masculino,0
Ral Ibarra Zapata,Masculino,0
Ral Lpez,Masculino,0
Ral Lpez Gmez,Masculino,0
Ral Macas Guevara,Masculino,0
Ral Nieto,Masculino,0
Ral Rodrigo Lara Tovar,Masculino,0
Ral Villagmez,Masculino,0
Ralph Heinze Flamand,Masculino,0
Ramiro Estrada,Masculino,0
Ramiro Goben Reducindo Radilla,Masculino,0
Ramn Bravo Prieta,Masculino,0
Ramn Meja Ramrez,Masculino,0
Raymundo Escalante Wong,Masculino,0
Raymundo Izcoa,Masculino,0
Ren Ahumada Rodrguez,Masculino,0
Ren Arredondo Cepeda,Masculino,0
Ren Muiz Soberanes,Masculino,0
Renata Hernndez S.,Femenino,0
Ricardo Acua,Masculino,0
"Ricardo Antonio ""Rico"" Pontvianne Jimnez",Masculino,0
Ricardo Arguello,Masculino,0
Ricardo Cadena Martnez,Masculino,0
Ricardo Cervantes Garca Rojas,Masculino,0
Ricardo Chapa Galaviz,Masculino,0
Ricardo David Vargas Jacobo,Masculino,0
Ricardo Delgado Nogales,Masculino,1
Ricardo Garca Peralta,Masculino,0
Ricardo Guasch de la Huertas,Masculino,0
Ricardo Marmolejo lvarez,Masculino,0
Ricardo Montemayor Valds,Masculino,0
Ricardo Ramos Vargas,Masculino,0
Ricardo Rodrguez,Masculino,0
Ricardo Rojas Mejia,Masculino,0
Ricardo Scheffler Spamer,Masculino,0
Ricardo Velarde,Masculino,0
Riccardo Olavarrieta Navarro,Masculino,0
Rigoberto Prez Amavisca,Masculino,0
Rita Medrano Muoz,Femenino,0
Rmulo Bouzas Rodrguez,Masculino,0
Robert Villaseor Rojas,Masculino,0
Roberto Aceves Villagrn,Masculino,0
Roberto Adolfo Alvrez Hojel,Masculino,0
Roberto Alejandro Tams Perea,Masculino,0
Roberto Altamirano Snchez,Masculino,0
Roberto Alva,Masculino,0
Roberto Brito,Masculino,0
Roberto C. Vials Contreras,Masculino,0
Roberto Carmona Alba,Masculino,0
Roberto Carmona Botella,Masculino,0
Roberto Cervantes,Masculino,0
Roberto Colliard,Masculino,0
Roberto Friedrich,Masculino,0
Roberto Heinze Flamand II,Masculino,0
Roberto Heinze Hauser,Masculino,0
Roberto Jos Elas Orozco,Masculino,0
Roberto Lauderdale Navarro,Masculino,0
Roberto Madrigal Garca,Masculino,0
Roberto Procel,Masculino,0
Roberto Retolaza Romero,Masculino,0
Roberto Silva Martnez,Masculino,0
Roberto Sloane,Masculino,0
Roberto Snchez Ramrez,Masculino,0
Roberto Strauss,Masculino,0
Roberto Vallejo,Masculino,0
"Robison Merrell ""Robin"" Pratt Hinton",Masculino,0
Rodolfo Choperena Irizarri,Masculino,1
Rodolfo Daz Mercado,Masculino,0
Rodolfo Dvila Crdenas,Masculino,0
Rodolfo Eduardo Cazaubn Rincn,Masculino,0
Rodolfo Flores Garca,Masculino,0
Rodolfo Gilbert Pizarro Thomas,Masculino,0
Rodolfo Gmez Orozco,Masculino,0
Rodolfo Guerra Mercado,Masculino,0
Rodolfo Hernndez Vzquez,Masculino,0
Rodolfo Lombardo Ontiveros Gmez,Masculino,0
Rodolfo Mijares Garza,Masculino,0
Rodolfo Perea Cifuentes,Masculino,0
Rodolfo Santilln Raygoza,Masculino,0
Rodolfo Vitela Arvalo,Masculino,0
Rodrigo Diego Lpez,Masculino,0
Rodrigo Gonzlez Lpez,Masculino,0
Rodrigo Gonzlez Sesma,Masculino,0
Rogelia Romo Garca,Femenino,0
Rogelio Mendoza Rojas,Masculino,0
Rogelio Reyes,Masculino,0
Rogelio Ruiz Vaquera,Masculino,0
Rogelio Weatherbee,Masculino,0
Rolando Chvez Martnez,Masculino,0
Rolando Rubalcava Pea,Masculino,0
Rommel Agmed Pacheco Manrufo,Masculino,0
Romn Gmez,Masculino,0
Rosa Fuentes,Femenino,0
Rosa Gutirrez de Pardo,Femenino,0
Rosa Irene Campos Prez,Femenino,0
Rosa del Carmen Pea Rocamontes,Femenino,0
Rosa del Moral,Femenino,0
Rosalinda Puente,Femenino,0
Rosario Briones,Femenino,0
Rub Marlene Sandoval Nungaray,Femenino,0
Rubn Alcala,Masculino,0
Rubn Almanza Garca,Masculino,0
Rubn Camacho Salas,Masculino,0
Rubn Lira Aviles,Masculino,0
Rubn Uriza Castro,Masculino,2
Rubn Vasconcelos Dueas,Masculino,0
Ruth del Carmen Grajeda Gonzlez,Femenino,0
SALAS MARIN Maria Estela,Female,0
SANCHEZ DOMINGUEZ Belen Montserrat,Female,0
SANCHEZ MARTINEZ Gustavo,Male,0
SANCHEZ REYES Eduardo,Male,0
SIGALA LOPEZ Edith,Female,0
SOMELLERA MANDUJANO Naomi,Female,0
Sabino Islas Jimenez,Masculino,0
Sabino Tirado,Masculino,0
Sal Gutirrez Macedo,Masculino,0
Salvador Alans Duque,Masculino,0
Salvador Garca Snchez,Masculino,0
Salvador Hernndez,Masculino,0
Salvador Mrquez Ramos,Masculino,0
Salvador Rios,Masculino,0
Salvador Ruz de Chvez Ochoa,Masculino,0
Salvador Sobrino,Masculino,0
Salvador Surez Colin,Masculino,0
Sammantha Teuscher,Femenino,0
Samuel Campis,Masculino,0
Samuel Crdova Arvizu,Masculino,0
Samuel Flix Miranda,Masculino,0
Samuel lvarez,Masculino,0
Sandra Lpez Reyes,Femenino,0
Sandra Rojas Gutirrez,Femenino,0
Sandra Tavres Batista,Femenino,0
Sandra del Castillo,Femenino,0
Santiago Gonzlez Torre,Masculino,0
Santiago Hernndez,Masculino,0
Santiago Hernndez Mier y Teran,Masculino,0
Santiago Lambre Della Groce,Masculino,0
Santiago Plaza,Masculino,0
Sara Guido (-Salazar),Femenino,0
Sergio Amaury Ponce Villegas,Masculino,0
Sergio Escobedo Garduo,Masculino,0
Sergio Lozano Aguilar,Masculino,0
Sergio Olgun Fierro,Masculino,0
Sergio Ramos Orio,Masculino,0
Sergio Salazar Salazar,Masculino,0
Sergio Salvador Goldschmied Rodrguez,Masculino,0
Sergio Vsquez Allatore,Masculino,0
Silvia Belmar Bohigas,Femenino,0
Silvia de Tapia,Femenino,0
Silviano Delgado Valladolid,Masculino,0
Silvio Hernndez del Valle,Masculino,1
Sonia Arredondo,Femenino,0
Sonia Crdeas Saavedra,Femenino,0
Soraya Jimnez Mendvil,Femenino,1
Stephen Christopher Saenz Villareal,Masculino,0
Susana Candini,Femenino,0
TREVINO FUERTE Ignacio,Male,0
TRONCO Cristopher,Male,0
Tamara Oynick,Femenino,0
Tamara Vega Arroyos,Femenino,0
Tania Elas Calles Wolf,Femenino,0
Tania Fierro,Femenino,0
Tania Karina Arrayales Macas,Femenino,0
Tatiana Ortz Galicia,Femenino,1
Teodoro Hernndez,Masculino,0
Teodoro Vega Morales,Masculino,0
Teresa Daz Sandi,Femenino,0
Teresa Guadalupe Worbis Aguilar,Femenino,0
Teresa Rivera Pastrana,Femenino,0
Tomas Alonso Aguilera Armendariz,Masculino,0
Trinidad Macas,Femenino,0
Urbano Zea,Masculino,0
Urbano Zea Salcido,Masculino,0
VALENZUELA ALVAREZ Rebeca,Female,1
VALLE Patricia,Female,0
VELASCO MALDONADO Daniela Eugenia,Female,0
Valentn Gonzlez Avila,Masculino,0
Valeriano Prez Garza,Masculino,0
Vanessa Martina Zambotti Barreto,Femenino,0
Vctor Hugo Borja Morca,Masculino,1
Vctor Hugo Valencia Cadena,Masculino,0
Vctor M. Garcs,Masculino,0
Vctor Manuel Contreras Pineda,Masculino,0
Vctor Manuel Estrada Garibay,Masculino,1
Vctor Manuel Garca Moreno,Masculino,0
Vctor Manuel Ruiz Limones,Masculino,0
Vctor Manuel Saucedo Carillo,Masculino,0
Vctor Manuel Villaseor Martnez de Arredondo,Masculino,0
Vctor Peralta Jimnez,Masculino,0
Vctor Rangel Ayala,Masculino,0
Vctor Rodrguez,Masculino,0
Vctor Velasco,Masculino,0
Vctoria Casas,Femenino,0
Vctorino M. Beristain,Masculino,0
Velia Eguiluz Soto,Femenino,0
Veronica Ampudia Nio de Rivera,Femenino,0
Vicente Caldern,Masculino,0
Vicente Martnez Lpez,Masculino,0
Vicente Mayagoitia,Masculino,0
Vicente Pereda Mier,Masculino,0
Vicente Samuel Saldvar Garca,Masculino,0
Victor Alfonso Guzmn Guzmn,Masculino,0
Victoria Eugenia Montero Enrquez,Femenino,0
Victoria Palacios Carillo,Femenino,0
Violeta Guzmn Magaa,Femenino,0
Virgilio Botella Medina,Masculino,0
Virginia Anchestegui Rabasa,Femenino,0
Vivian Ortz,Femenino,0
Walter Ocampo Esparza,Masculino,0
Wendy Aguilar,Femenino,0
William Fajardo,Masculino,0
Yadira Silva Llorente,Femenino,0
Yahel Ernesto Castillo Huerta,Masculino,0
Yanic Arno Gentry Torfer,Masculino,0
Yolanda Reynoso,Femenino,0
Yvonne Trevino Hayek,Femenino,0
ZARZA GUADARRAMA Gloria,Female,1
Zeno Fernndez d'Acosta,Masculino,0
Ziranda Madrigal lvarez-Ugena,Masculino,0
Zudikey Rodrguez Nez,Femenino,0
"dgar Gabriel ""Gary"" Cano Olivas",Masculino,0
gueda Prez Lpez,Femenino,0
igo Domenech,Masculino,0
"ngel ""Mudo"" Acua Lizana",Masculino,0
ngel Romero Llamas,Masculino,0
ngel Zrraga Argelles,Masculino,0
rick Estefno Torres Padilla,Masculino,0
rick Gabriel Gutirrez Galaviz,Masculino,0
rick Germain Aguirre Tafolla,Masculino,0
rika Durn Miranda,Femenino,0
rsula Sarah Gonzlez Garate,Femenino,0
scar Asiain Ruiz,Masculino,0
scar Bonfiglio Martnez,Masculino,0
scar Francisco Salazar Blanco,Masculino,1
scar Molina Casillas,Masculino,0
scar Rafael Valdz Fierro,Masculino,0
scar Soto Carrillo,Masculino,0
