Equipo,Juegos,Año,Medalla_Oro
Russia,1996 Verano,1996-01-01,36
Russia,1998 Invierno,1998-01-01,10
Russia,2000 Verano,2000-01-01,66
Russia,2002 Invierno,2002-01-01,4
Russia,2004 Verano,2004-01-01,48
Russia,2006 Invierno,2006-01-01,12
Russia,2008 Verano,2008-01-01,43
Russia,2010 Invierno,2010-01-01,6
Russia,2012 Verano,2012-01-01,50
Russia,2014 Invierno,2014-01-01,25
Russia,2016 Verano,2016-01-01,50
Russia-1,1900 Verano,1900-01-01,0
Russia-1,1994 Invierno,1994-01-01,4
Russia-1,1998 Invierno,1998-01-01,4
Russia-1,2002 Invierno,2002-01-01,2
Russia-1,2004 Verano,2004-01-01,0
Russia-1,2006 Invierno,2006-01-01,4
Russia-1,2008 Verano,2008-01-01,0
Russia-1,2010 Invierno,2010-01-01,0
Russia-1,2012 Verano,2012-01-01,0
Russia-1,2014 Invierno,2014-01-01,8
Russia-1,2016 Verano,2016-01-01,0
Russia-2,1994 Invierno,1994-01-01,0
Russia-2,1998 Invierno,1998-01-01,0
Russia-2,2002 Invierno,2002-01-01,0
Russia-2,2004 Verano,2004-01-01,0
Russia-2,2006 Invierno,2006-01-01,0
Russia-2,2008 Verano,2008-01-01,0
Russia-2,2010 Invierno,2010-01-01,0
Russia-2,2012 Verano,2012-01-01,0
Russia-2,2014 Invierno,2014-01-01,0
Russia-2,2016 Verano,2016-01-01,2
Russia-3,1994 Invierno,1994-01-01,0
Russia-3,1998 Invierno,1998-01-01,0
Russia-3,2002 Invierno,2002-01-01,0
Russia-3,2006 Invierno,2006-01-01,0
Russia-3,2010 Invierno,2010-01-01,0
Russia-3,2014 Invierno,2014-01-01,0
Rwanda,1984 Verano,1984-01-01,0
Rwanda,1988 Verano,1988-01-01,0
Rwanda,1992 Verano,1992-01-01,0
Rwanda,1996 Verano,1996-01-01,0
Rwanda,2000 Verano,2000-01-01,0
Rwanda,2004 Verano,2004-01-01,0
Rwanda,2008 Verano,2008-01-01,0
Rwanda,2012 Verano,2012-01-01,0
Rwanda,2016 Verano,2016-01-01,0
Rwanda,2020 Verano,2020-01-01,0
Saar,1952 Verano,1952-01-01,0
Sabre,1952 Verano,1952-01-01,0
Saga-2,1908 Verano,1908-01-01,0
SagaII,1960 Verano,1960-01-01,0
Saint Kitts and Nevis,1996 Verano,1996-01-01,0
Saint Kitts and Nevis,2000 Verano,2000-01-01,0
Saint Kitts and Nevis,2004 Verano,2004-01-01,0
Saint Kitts and Nevis,2008 Verano,2008-01-01,0
Saint Kitts and Nevis,2012 Verano,2012-01-01,0
Saint Kitts and Nevis,2016 Verano,2016-01-01,0
Saint Lucia,1996 Verano,1996-01-01,0
Saint Lucia,2000 Verano,2000-01-01,0
Saint Lucia,2004 Verano,2004-01-01,0
Saint Lucia,2008 Verano,2008-01-01,0
Saint Lucia,2012 Verano,2012-01-01,0
Saint Lucia,2016 Verano,2016-01-01,0
Saint Vincent and the Grenadines,1988 Verano,1988-01-01,0
Saint Vincent and the Grenadines,1992 Verano,1992-01-01,0
Saint Vincent and the Grenadines,1996 Verano,1996-01-01,0
Saint Vincent and the Grenadines,2000 Verano,2000-01-01,0
Saint Vincent and the Grenadines,2004 Verano,2004-01-01,0
Saint Vincent and the Grenadines,2008 Verano,2008-01-01,0
Saint Vincent and the Grenadines,2012 Verano,2012-01-01,0
Saint Vincent and the Grenadines,2016 Verano,2016-01-01,0
Salamander,1960 Verano,1960-01-01,0
Salinero,2008 Verano,2008-01-01,0
Samoa,1984 Verano,1984-01-01,0
Samoa,1988 Verano,1988-01-01,0
Samoa,1992 Verano,1992-01-01,0
Samoa,1996 Verano,1996-01-01,0
Samoa,2000 Verano,2000-01-01,0
Samoa,2004 Verano,2004-01-01,0
Samoa,2008 Verano,2008-01-01,0
Samoa,2012 Verano,2012-01-01,0
Samoa,2016 Verano,2016-01-01,0
San Marino,1960 Verano,1960-01-01,0
San Marino,1968 Verano,1968-01-01,0
San Marino,1972 Verano,1972-01-01,0
San Marino,1976 Invierno,1976-01-01,0
San Marino,1976 Verano,1976-01-01,0
San Marino,1980 Verano,1980-01-01,0
San Marino,1984 Invierno,1984-01-01,0
San Marino,1984 Verano,1984-01-01,0
San Marino,1988 Invierno,1988-01-01,0
San Marino,1988 Verano,1988-01-01,0
San Marino,1992 Invierno,1992-01-01,0
San Marino,1992 Verano,1992-01-01,0
San Marino,1994 Invierno,1994-01-01,0
San Marino,1996 Verano,1996-01-01,0
San Marino,2000 Verano,2000-01-01,0
San Marino,2002 Invierno,2002-01-01,0
San Marino,2004 Verano,2004-01-01,0
San Marino,2006 Invierno,2006-01-01,0
San Marino,2008 Verano,2008-01-01,0
San Marino,2010 Invierno,2010-01-01,0
San Marino,2012 Verano,2012-01-01,0
San Marino,2014 Invierno,2014-01-01,0
San Marino,2016 Verano,2016-01-01,0
Sandra,1924 Verano,1924-01-01,0
Sans Atout-1,1912 Verano,1912-01-01,0
Santa Maria,1932 Verano,1932-01-01,0
Sao Tome and Principe,1996 Verano,1996-01-01,0
Sao Tome and Principe,2000 Verano,2000-01-01,0
Sao Tome and Principe,2004 Verano,2004-01-01,0
Sao Tome and Principe,2008 Verano,2008-01-01,0
Sao Tome and Principe,2012 Verano,2012-01-01,0
Sao Tome and Principe,2016 Verano,2016-01-01,0
Sao Tome and Principe,2020 Verano,2020-01-01,0
Sarcelle-3,1900 Verano,1900-01-01,0
Sarcelle-35,1900 Verano,1900-01-01,0
Saskia,1936 Verano,1936-01-01,0
Sass-2,1912 Verano,1912-01-01,0
Satchmo,2008 Verano,2008-01-01,1
Saudi Arabia,1972 Verano,1972-01-01,0
Saudi Arabia,1976 Verano,1976-01-01,0
Saudi Arabia,1984 Verano,1984-01-01,0
Saudi Arabia,1988 Verano,1988-01-01,0
Saudi Arabia,1992 Verano,1992-01-01,0
Saudi Arabia,1996 Verano,1996-01-01,0
Saudi Arabia,2000 Verano,2000-01-01,0
Saudi Arabia,2004 Verano,2004-01-01,0
Saudi Arabia,2008 Verano,2008-01-01,0
Saudi Arabia,2012 Verano,2012-01-01,0
Saudi Arabia,2016 Verano,2016-01-01,0
Saudi Arabia,2020 Verano,2020-01-01,0
Scamasaxe-2,1900 Verano,1900-01-01,0
Scamasaxe-3,1900 Verano,1900-01-01,0
Scamasaxe-34,1900 Verano,1900-01-01,0
Scaup,1948 Verano,1948-01-01,0
Scotia,1900 Verano,1900-01-01,6
Scotland,1912 Verano,1912-01-01,0
Scotland-2,1912 Verano,1912-01-01,0
Scotland-3,1908 Verano,1908-01-01,0
Scram,1960 Verano,1960-01-01,0
Sea Dog-2,1908 Verano,1908-01-01,0
Seawanhaka Boat Club-1,1904 Verano,1904-01-01,2
Senegal,1964 Verano,1964-01-01,0
Senegal,1968 Verano,1968-01-01,0
Senegal,1972 Verano,1972-01-01,0
Senegal,1976 Verano,1976-01-01,0
Senegal,1980 Verano,1980-01-01,0
Senegal,1984 Invierno,1984-01-01,0
Senegal,1984 Verano,1984-01-01,0
Senegal,1988 Verano,1988-01-01,0
Senegal,1992 Invierno,1992-01-01,0
Senegal,1992 Verano,1992-01-01,0
Senegal,1994 Invierno,1994-01-01,0
Senegal,1996 Verano,1996-01-01,0
Senegal,2000 Verano,2000-01-01,0
Senegal,2004 Verano,2004-01-01,0
Senegal,2006 Invierno,2006-01-01,0
Senegal,2008 Verano,2008-01-01,0
Senegal,2010 Invierno,2010-01-01,0
Senegal,2012 Verano,2012-01-01,0
Senegal,2016 Verano,2016-01-01,0
Senegal,2020 Verano,2020-01-01,0
Serbia,1912 Verano,1912-01-01,0
Serbia,2008 Verano,2008-01-01,0
Serbia,2010 Invierno,2010-01-01,0
Serbia,2012 Verano,2012-01-01,1
Serbia,2014 Invierno,2014-01-01,0
Serbia,2016 Verano,2016-01-01,14
Serbia,2020 Verano,2020-01-01,1
Serbia and Montenegro,1996 Verano,1996-01-01,1
Serbia and Montenegro,1998 Invierno,1998-01-01,0
Serbia and Montenegro,2000 Verano,2000-01-01,11
Serbia and Montenegro,2002 Invierno,2002-01-01,0
Serbia and Montenegro,2004 Verano,2004-01-01,0
Serbia and Montenegro,2006 Invierno,2006-01-01,0
Serbia-1,2012 Verano,2012-01-01,0
Serbia-2,2012 Verano,2012-01-01,0
Serendipity,1964 Verano,1964-01-01,0
Seychelles,1980 Verano,1980-01-01,0
Seychelles,1984 Verano,1984-01-01,0
Seychelles,1992 Verano,1992-01-01,0
Seychelles,1996 Verano,1996-01-01,0
Seychelles,2000 Verano,2000-01-01,0
Seychelles,2004 Verano,2004-01-01,0
Seychelles,2008 Verano,2008-01-01,0
Seychelles,2012 Verano,2012-01-01,0
Seychelles,2016 Verano,2016-01-01,0
Sheerio,1936 Verano,1936-01-01,0
Shoveller,1952 Verano,1952-01-01,0
Shrew II,1960 Verano,1960-01-01,0
Siames-Cat,1960 Verano,1960-01-01,0
Sibindi-2,1908 Verano,1908-01-01,0
Sidi Fekkar-36,1900 Verano,1900-01-01,0
Sidi-Fekkar-14,1900 Verano,1900-01-01,0
Sierra Leone,1968 Verano,1968-01-01,0
Sierra Leone,1980 Verano,1980-01-01,0
Sierra Leone,1984 Verano,1984-01-01,0
Sierra Leone,1988 Verano,1988-01-01,0
Sierra Leone,1992 Verano,1992-01-01,0
Sierra Leone,1996 Verano,1996-01-01,0
Sierra Leone,2000 Verano,2000-01-01,0
Sierra Leone,2004 Verano,2004-01-01,0
Sierra Leone,2008 Verano,2008-01-01,0
Sierra Leone,2012 Verano,2012-01-01,0
Sierra Leone,2016 Verano,2016-01-01,0
Sierra Leone,2020 Verano,2020-01-01,0
Sif,1920 Verano,1920-01-01,4
Sildra-1,1920 Verano,1920-01-01,4
Silja,1936 Verano,1936-01-01,0
Singapore,1948 Verano,1948-01-01,0
Singapore,1952 Verano,1952-01-01,0
Singapore,1956 Verano,1956-01-01,0
Singapore,1960 Verano,1960-01-01,0
Singapore,1968 Verano,1968-01-01,0
Singapore,1972 Verano,1972-01-01,0
Singapore,1976 Verano,1976-01-01,0
Singapore,1984 Verano,1984-01-01,0
Singapore,1988 Verano,1988-01-01,0
Singapore,1992 Verano,1992-01-01,0
Singapore,1996 Verano,1996-01-01,0
Singapore,2000 Verano,2000-01-01,0
Singapore,2004 Verano,2004-01-01,0
Singapore,2008 Verano,2008-01-01,0
Singapore,2012 Verano,2012-01-01,0
Singapore,2016 Verano,2016-01-01,1
Singapore,2020 Verano,2020-01-01,1
Singapore-1,2004 Verano,2004-01-01,0
Singapore-2,2004 Verano,2004-01-01,0
Singy-37,1900 Verano,1900-01-01,0
Singy-7,1900 Verano,1900-01-01,0
Sirene,1960 Verano,1960-01-01,2
Sjhxa,1952 Verano,1952-01-01,0
Sjovinge,1960 Verano,1960-01-01,0
Skidoo,1952 Verano,1952-01-01,0
Skum,1960 Verano,1960-01-01,0
Slaghoken,1948 Verano,1948-01-01,0
Slaghoken II,1956 Verano,1956-01-01,3
Slovakia,1994 Invierno,1994-01-01,0
Slovakia,1996 Verano,1996-01-01,1
Slovakia,1998 Invierno,1998-01-01,0
Slovakia,2000 Verano,2000-01-01,2
Slovakia,2002 Invierno,2002-01-01,0
Slovakia,2004 Verano,2004-01-01,3
Slovakia,2006 Invierno,2006-01-01,0
Slovakia,2008 Verano,2008-01-01,4
Slovakia,2010 Invierno,2010-01-01,1
Slovakia,2012 Verano,2012-01-01,0
Slovakia,2014 Invierno,2014-01-01,1
Slovakia,2016 Verano,2016-01-01,3
Slovakia,2020 Verano,2020-01-01,7
Slovakia-1,1996 Verano,1996-01-01,0
Slovakia-1,2004 Verano,2004-01-01,0
Slovakia-1,2006 Invierno,2006-01-01,0
Slovakia-1,2014 Invierno,2014-01-01,0
Slovakia-2,1996 Verano,1996-01-01,0
Slovakia-2,2004 Verano,2004-01-01,0
Slovakia-2,2014 Invierno,2014-01-01,0
Slovenia,1992 Invierno,1992-01-01,0
Slovenia,1992 Verano,1992-01-01,0
Slovenia,1994 Invierno,1994-01-01,0
Slovenia,1996 Verano,1996-01-01,0
Slovenia,1998 Invierno,1998-01-01,0
Slovenia,2000 Verano,2000-01-01,3
Slovenia,2002 Invierno,2002-01-01,0
Slovenia,2004 Verano,2004-01-01,0
Slovenia,2006 Invierno,2006-01-01,0
Slovenia,2008 Verano,2008-01-01,1
Slovenia,2010 Invierno,2010-01-01,0
Slovenia,2012 Verano,2012-01-01,1
Slovenia,2014 Invierno,2014-01-01,2
Slovenia,2016 Verano,2016-01-01,1
Slovenia,2020 Verano,2020-01-01,0
Slovenia-1,2004 Verano,2004-01-01,0
Slovenia-2,2004 Verano,2004-01-01,0
Smyrna,1906 Verano,1906-01-01,0
Snap,1948 Verano,1948-01-01,0
Snowten III,1960 Verano,1960-01-01,0
Snude,1952 Verano,1952-01-01,0
"Socialer Turnverein, Detroit",1904 Verano,1904-01-01,0
Societ Nautique de la Marne,1900 Verano,1900-01-01,0
Societ Nautique de la Marne-1,1900 Verano,1900-01-01,0
Societ Nautique de la Marne-3,1900 Verano,1900-01-01,0
Socit Nautique de Bayonne,1912 Verano,1912-01-01,0
Socit Nautique de Bayonne-1,1906 Verano,1906-01-01,0
Socit Nautique de Bayonne-2,1906 Verano,1906-01-01,0
Socit Nautique de la Basse Seine-1,1906 Verano,1906-01-01,0
Socit Nautique de la Basse Seine-2,1906 Verano,1906-01-01,0
Solomon Islands,1984 Verano,1984-01-01,0
Solomon Islands,1988 Verano,1988-01-01,0
Solomon Islands,1992 Verano,1992-01-01,0
Solomon Islands,1996 Verano,1996-01-01,0
Solomon Islands,2000 Verano,2000-01-01,0
Solomon Islands,2004 Verano,2004-01-01,0
Solomon Islands,2008 Verano,2008-01-01,0
Solomon Islands,2012 Verano,2012-01-01,0
Solomon Islands,2016 Verano,2016-01-01,0
Solos Carex,2008 Verano,2008-01-01,0
Somalia,1972 Verano,1972-01-01,0
Somalia,1984 Verano,1984-01-01,0
Somalia,1988 Verano,1988-01-01,0
Somalia,1996 Verano,1996-01-01,0
Somalia,2000 Verano,2000-01-01,0
Somalia,2004 Verano,2004-01-01,0
Somalia,2008 Verano,2008-01-01,0
Somalia,2012 Verano,2012-01-01,0
Somalia,2016 Verano,2016-01-01,0
Somalia,2020 Verano,2020-01-01,0
Sonja II,1912 Verano,1912-01-01,0
Sorais-2,1908 Verano,1908-01-01,0
Souriceau-38,1900 Verano,1900-01-01,0
Souriceau-4,1900 Verano,1900-01-01,0
South Africa,1904 Verano,1904-01-01,0
South Africa,1908 Verano,1908-01-01,1
South Africa,1912 Verano,1912-01-01,5
South Africa,1920 Verano,1920-01-01,3
South Africa,1924 Verano,1924-01-01,1
South Africa,1928 Verano,1928-01-01,1
South Africa,1932 Verano,1932-01-01,2
South Africa,1936 Verano,1936-01-01,0
South Africa,1948 Verano,1948-01-01,2
South Africa,1952 Verano,1952-01-01,2
South Africa,1956 Verano,1956-01-01,0
South Africa,1960 Invierno,1960-01-01,0
South Africa,1960 Verano,1960-01-01,0
South Africa,1992 Verano,1992-01-01,0
South Africa,1994 Invierno,1994-01-01,0
South Africa,1996 Verano,1996-01-01,3
South Africa,1998 Invierno,1998-01-01,0
South Africa,2000 Verano,2000-01-01,0
South Africa,2002 Invierno,2002-01-01,0
South Africa,2004 Verano,2004-01-01,4
South Africa,2006 Invierno,2006-01-01,0
South Africa,2008 Verano,2008-01-01,0
South Africa,2010 Invierno,2010-01-01,0
South Africa,2012 Verano,2012-01-01,6
South Africa,2016 Verano,2016-01-01,2
South Africa,2020 Verano,2020-01-01,3
South Africa-1,1920 Verano,1920-01-01,0
South Africa-2,1920 Verano,1920-01-01,0
South Korea,1948 Invierno,1948-01-01,0
South Korea,1948 Verano,1948-01-01,0
South Korea,1952 Verano,1952-01-01,0
South Korea,1956 Invierno,1956-01-01,0
South Korea,1956 Verano,1956-01-01,0
South Korea,1960 Invierno,1960-01-01,0
South Korea,1960 Verano,1960-01-01,0
South Korea,1964 Invierno,1964-01-01,0
South Korea,1964 Verano,1964-01-01,0
South Korea,1968 Invierno,1968-01-01,0
South Korea,1968 Verano,1968-01-01,0
South Korea,1972 Invierno,1972-01-01,0
South Korea,1972 Verano,1972-01-01,0
South Korea,1976 Invierno,1976-01-01,0
South Korea,1976 Verano,1976-01-01,1
South Korea,1980 Invierno,1980-01-01,0
South Korea,1984 Invierno,1984-01-01,0
South Korea,1984 Verano,1984-01-01,6
South Korea,1988 Invierno,1988-01-01,0
South Korea,1988 Verano,1988-01-01,28
South Korea,1992 Invierno,1992-01-01,5
South Korea,1992 Verano,1992-01-01,24
South Korea,1994 Invierno,1994-01-01,7
South Korea,1996 Verano,1996-01-01,8
South Korea,1998 Invierno,1998-01-01,6
South Korea,2000 Verano,2000-01-01,12
South Korea,2002 Invierno,2002-01-01,5
South Korea,2004 Verano,2004-01-01,12
South Korea,2006 Invierno,2006-01-01,14
South Korea,2008 Verano,2008-01-01,39
South Korea,2010 Invierno,2010-01-01,6
South Korea,2012 Verano,2012-01-01,18
South Korea,2014 Invierno,2014-01-01,7
South Korea,2016 Verano,2016-01-01,13
South Korea-1,1988 Verano,1988-01-01,0
South Korea-1,1992 Verano,1992-01-01,2
South Korea-1,1996 Verano,1996-01-01,2
South Korea-1,2000 Verano,2000-01-01,0
South Korea-1,2004 Verano,2004-01-01,0
South Korea-1,2008 Verano,2008-01-01,2
South Korea-1,2012 Verano,2012-01-01,0
South Korea-1,2014 Invierno,2014-01-01,0
South Korea-1,2016 Verano,2016-01-01,0
South Korea-2,1988 Verano,1988-01-01,0
South Korea-2,1992 Verano,1992-01-01,2
South Korea-2,1996 Verano,1996-01-01,0
South Korea-2,2000 Verano,2000-01-01,0
South Korea-2,2004 Verano,2004-01-01,2
South Korea-2,2008 Verano,2008-01-01,0
South Korea-2,2012 Verano,2012-01-01,0
South Korea-2,2014 Invierno,2014-01-01,0
South Korea-2,2016 Verano,2016-01-01,0
"South St Louis Turnverein, St Louis",1904 Verano,1904-01-01,0
South Sudan,2016 Verano,2016-01-01,0
South Vietnam,1952 Verano,1952-01-01,0
South Vietnam,1956 Verano,1956-01-01,0
South Vietnam,1960 Verano,1960-01-01,0
South Vietnam,1964 Verano,1964-01-01,0
South Vietnam,1968 Verano,1968-01-01,0
South Vietnam,1972 Verano,1972-01-01,0
South Yemen,1988 Verano,1988-01-01,0
Souvenance,1900 Verano,1900-01-01,0
Soviet Union,1952 Verano,1952-01-01,36
Soviet Union,1956 Invierno,1956-01-01,26
Soviet Union,1956 Verano,1956-01-01,68
Soviet Union,1960 Invierno,1960-01-01,7
Soviet Union,1960 Verano,1960-01-01,59
Soviet Union,1964 Invierno,1964-01-01,28
Soviet Union,1964 Verano,1964-01-01,60
Soviet Union,1968 Invierno,1968-01-01,24
Soviet Union,1968 Verano,1968-01-01,65
Soviet Union,1972 Invierno,1972-01-01,34
Soviet Union,1972 Verano,1972-01-01,107
Soviet Union,1976 Invierno,1976-01-01,34
Soviet Union,1976 Verano,1976-01-01,114
Soviet Union,1980 Invierno,1980-01-01,14
Soviet Union,1980 Verano,1980-01-01,187
Soviet Union,1984 Invierno,1984-01-01,27
Soviet Union,1988 Invierno,1988-01-01,34
Soviet Union,1988 Verano,1988-01-01,134
Soviet Union-1,1960 Invierno,1960-01-01,0
Soviet Union-1,1964 Invierno,1964-01-01,2
Soviet Union-1,1968 Invierno,1968-01-01,2
Soviet Union-1,1972 Invierno,1972-01-01,2
Soviet Union-1,1976 Invierno,1976-01-01,4
Soviet Union-1,1980 Invierno,1980-01-01,4
Soviet Union-1,1984 Invierno,1984-01-01,2
Soviet Union-1,1988 Invierno,1988-01-01,6
Soviet Union-2,1960 Invierno,1960-01-01,0
Soviet Union-2,1964 Invierno,1964-01-01,0
Soviet Union-2,1968 Invierno,1968-01-01,0
Soviet Union-2,1972 Invierno,1972-01-01,0
Soviet Union-2,1976 Invierno,1976-01-01,0
Soviet Union-2,1980 Invierno,1980-01-01,0
Soviet Union-2,1984 Invierno,1984-01-01,0
Soviet Union-2,1988 Invierno,1988-01-01,0
Soviet Union-3,1968 Invierno,1968-01-01,0
Soviet Union-3,1972 Invierno,1972-01-01,0
Soviet Union-3,1976 Invierno,1976-01-01,0
Soviet Union-3,1980 Invierno,1980-01-01,0
Soviet Union-3,1984 Invierno,1984-01-01,0
Soviet Union-3,1988 Invierno,1988-01-01,0
Spain,1900 Verano,1900-01-01,2
Spain,1920 Verano,1920-01-01,0
Spain,1924 Verano,1924-01-01,0
Spain,1928 Verano,1928-01-01,3
Spain,1932 Verano,1932-01-01,0
Spain,1936 Invierno,1936-01-01,0
Spain,1948 Invierno,1948-01-01,0
Spain,1948 Verano,1948-01-01,0
Spain,1952 Invierno,1952-01-01,0
Spain,1952 Verano,1952-01-01,0
Spain,1956 Invierno,1956-01-01,0
Spain,1956 Verano,1956-01-01,0
Spain,1960 Invierno,1960-01-01,0
Spain,1960 Verano,1960-01-01,0
Spain,1964 Invierno,1964-01-01,0
Spain,1964 Verano,1964-01-01,0
Spain,1968 Invierno,1968-01-01,0
Spain,1968 Verano,1968-01-01,0
Spain,1972 Invierno,1972-01-01,1
Spain,1972 Verano,1972-01-01,0
Spain,1976 Invierno,1976-01-01,0
Spain,1976 Verano,1976-01-01,0
Spain,1980 Invierno,1980-01-01,0
Spain,1980 Verano,1980-01-01,2
Spain,1984 Invierno,1984-01-01,0
Spain,1984 Verano,1984-01-01,2
Spain,1988 Invierno,1988-01-01,0
Spain,1988 Verano,1988-01-01,1
Spain,1992 Invierno,1992-01-01,0
Spain,1992 Verano,1992-01-01,48
Spain,1994 Invierno,1994-01-01,0
Spain,1996 Verano,1996-01-01,23
Spain,1998 Invierno,1998-01-01,0
Spain,2000 Verano,2000-01-01,3
Spain,2002 Invierno,2002-01-01,0
Spain,2004 Verano,2004-01-01,4
Spain,2006 Invierno,2006-01-01,0
Spain,2008 Verano,2008-01-01,7
Spain,2010 Invierno,2010-01-01,0
Spain,2012 Verano,2012-01-01,5
Spain,2014 Invierno,2014-01-01,0
Spain,2016 Verano,2016-01-01,7
Spain,2020 Verano,2020-01-01,11
Spain-1,1900 Verano,1900-01-01,0
Spain-1,1920 Verano,1920-01-01,0
Spain-1,1924 Verano,1924-01-01,0
Spain-1,1968 Invierno,1968-01-01,0
Spain-1,1996 Verano,1996-01-01,0
Spain-1,2004 Verano,2004-01-01,0
Spain-1,2008 Verano,2008-01-01,0
Spain-1,2012 Verano,2012-01-01,0
Spain-1,2016 Verano,2016-01-01,0
Spain-2,1920 Verano,1920-01-01,0
Spain-2,1924 Verano,1924-01-01,0
Spain-2,1968 Invierno,1968-01-01,0
Spain-2,1996 Verano,1996-01-01,0
Spain-2,2004 Verano,2004-01-01,0
Spain-2,2008 Verano,2008-01-01,0
Spain-2,2012 Verano,2012-01-01,0
Spain-2,2016 Verano,2016-01-01,2
Spirit III,1956 Verano,1956-01-01,0
Spirit VI,1960 Verano,1960-01-01,0
Springbok,1932 Verano,1932-01-01,0
Squid III,1964 Verano,1964-01-01,0
Sri Lanka,1948 Verano,1948-01-01,0
Sri Lanka,1952 Verano,1952-01-01,0
Sri Lanka,1956 Verano,1956-01-01,0
Sri Lanka,1960 Verano,1960-01-01,0
Sri Lanka,1964 Verano,1964-01-01,0
Sri Lanka,1968 Verano,1968-01-01,0
Sri Lanka,1972 Verano,1972-01-01,0
Sri Lanka,1980 Verano,1980-01-01,0
Sri Lanka,1984 Verano,1984-01-01,0
Sri Lanka,1988 Verano,1988-01-01,0
Sri Lanka,1992 Verano,1992-01-01,0
Sri Lanka,1996 Verano,1996-01-01,0
Sri Lanka,2000 Verano,2000-01-01,0
Sri Lanka,2004 Verano,2004-01-01,0
Sri Lanka,2008 Verano,2008-01-01,0
Sri Lanka,2012 Verano,2012-01-01,0
Sri Lanka,2016 Verano,2016-01-01,0
Sri Lanka,2020 Verano,2020-01-01,1
St Vincent and the Grenadines,2020 Verano,2020-01-01,0
St. Louis Amateur Athletic Association,1904 Verano,1904-01-01,0
St. Louis Southwest Turnverein #1-2,1904 Verano,1904-01-01,0
St. Louis Southwest Turnverein #2-3,1904 Verano,1904-01-01,0
St. Margrite,1948 Verano,1948-01-01,0
St. Rose-2,1904 Verano,1904-01-01,0
Stade Franais AC-2,1900 Verano,1900-01-01,0
Starita,1948 Verano,1948-01-01,0
Starlight III,1956 Verano,1956-01-01,0
State VI,1964 Verano,1964-01-01,0
Stella-2,1920 Verano,1920-01-01,0
Struten,1960 Verano,1960-01-01,0
Studenternes Roklub-2,1912 Verano,1912-01-01,0
Subbnboana,1964 Verano,1964-01-01,0
Sudan,1960 Verano,1960-01-01,0
Sudan,1968 Verano,1968-01-01,0
Sudan,1972 Verano,1972-01-01,0
Sudan,1984 Verano,1984-01-01,0
Sudan,1988 Verano,1988-01-01,0
Sudan,1992 Verano,1992-01-01,0
Sudan,1996 Verano,1996-01-01,0
Sudan,2000 Verano,2000-01-01,0
Sudan,2004 Verano,2004-01-01,0
Sudan,2008 Verano,2008-01-01,0
Sudan,2012 Verano,2012-01-01,0
Sudan,2016 Verano,2016-01-01,0
Sunrise,2008 Verano,2008-01-01,0
Sunshine,1936 Verano,1936-01-01,0
Suriname,1968 Verano,1968-01-01,0
Suriname,1972 Verano,1972-01-01,0
Suriname,1976 Verano,1976-01-01,0
Suriname,1984 Verano,1984-01-01,0
Suriname,1988 Verano,1988-01-01,1
Suriname,1992 Verano,1992-01-01,0
Suriname,1996 Verano,1996-01-01,0
Suriname,2000 Verano,2000-01-01,0
Suriname,2004 Verano,2004-01-01,0
Suriname,2008 Verano,2008-01-01,0
Suriname,2012 Verano,2012-01-01,0
Suriname,2016 Verano,2016-01-01,0
Surprise,1960 Verano,1960-01-01,0
Suzon IV-39,1900 Verano,1900-01-01,0
Suzon IV-5,1900 Verano,1900-01-01,0
Suzy-2,1920 Verano,1920-01-01,0
Swaziland,1972 Verano,1972-01-01,0
Swaziland,1984 Verano,1984-01-01,0
Swaziland,1988 Verano,1988-01-01,0
Swaziland,1992 Invierno,1992-01-01,0
Swaziland,1992 Verano,1992-01-01,0
Swaziland,1996 Verano,1996-01-01,0
Swaziland,2000 Verano,2000-01-01,0
Swaziland,2004 Verano,2004-01-01,0
Swaziland,2008 Verano,2008-01-01,0
Swaziland,2012 Verano,2012-01-01,0
Swaziland,2016 Verano,2016-01-01,0
Sweden,1896 Verano,1896-01-01,0
Sweden,1900 Verano,1900-01-01,0
Sweden,1906 Verano,1906-01-01,2
Sweden,1908 Verano,1908-01-01,48
Sweden,1912 Verano,1912-01-01,95
Sweden,1920 Verano,1920-01-01,45
Sweden,1924 Invierno,1924-01-01,1
Sweden,1924 Verano,1924-01-01,7
Sweden,1928 Invierno,1928-01-01,2
Sweden,1928 Verano,1928-01-01,7
Sweden,1932 Invierno,1932-01-01,1
Sweden,1932 Verano,1932-01-01,9
Sweden,1936 Invierno,1936-01-01,2
Sweden,1936 Verano,1936-01-01,7
Sweden,1948 Invierno,1948-01-01,7
Sweden,1948 Verano,1948-01-01,30
Sweden,1952 Invierno,1952-01-01,0
Sweden,1952 Verano,1952-01-01,23
Sweden,1956 Invierno,1956-01-01,2
Sweden,1956 Verano,1956-01-01,8
Sweden,1960 Invierno,1960-01-01,5
Sweden,1960 Verano,1960-01-01,2
Sweden,1964 Invierno,1964-01-01,6
Sweden,1964 Verano,1964-01-01,3
Sweden,1968 Invierno,1968-01-01,3
Sweden,1968 Verano,1968-01-01,4
Sweden,1972 Invierno,1972-01-01,1
Sweden,1972 Verano,1972-01-01,4
Sweden,1976 Invierno,1976-01-01,0
Sweden,1976 Verano,1976-01-01,9
Sweden,1980 Invierno,1980-01-01,3
Sweden,1980 Verano,1980-01-01,3
Sweden,1984 Invierno,1984-01-01,7
